," Zone 2",,,,,,," Zone 3",,,,,,," Zone 4",,,,,,," Zone 5",,,,,,," Zone 2",,," Zone 3",,," Zone 4",,," Zone 5",,
,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Class1,Class2,Class3,Class1,Class2,Class3,Class1,Class2,Class3,Class1,Class2,Class3
09/08/2019 00:05:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2019 00:10:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2019 00:15:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2019 00:20:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2019 00:25:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2019 00:30:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2019 00:35:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2019 00:40:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2019 00:45:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2019 00:50:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2019 00:55:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2019 01:00:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2019 01:05:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2019 01:10:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2019 01:15:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
